name,main_category,image,ratings,no_of_ratings,actual_price,source_file,actual_price_usd,ranking_score,product_id,search_text
"Rockwell SFR550DDU Double Door Convertible Deep Freezer- 563 Ltr (4 yrs Compressor Warranty, Low power Consumption)",Refrigerators,https://m.media-amazon.com/images/I/41vDjUl9z5L._AC_UL320_.jpg,4.2,210,33790,Refrigerators.csv,371.69,4.07,1221,"product: rockwell sfr550ddu double door convertible deep freezer- 563 ltr (4 yrs compressor warranty, low power consumption). category: refrigerators. price: $371.69. rating: 4.2 out of 5. reviews: 210. rockwell sfr550ddu double door convertible deep freezer- 563 ltr (4 yrs compressor warranty, low power consumption)"
"Xinrub USB Portable Electric Mini Refrigerator (Small, Red)",Refrigerators,https://m.media-amazon.com/images/I/61vu5q3JBES._AC_UL320_.jpg,1.0,1,11897,Refrigerators.csv,130.87,0.81,1222,"product: xinrub usb portable electric mini refrigerator (small, red). category: refrigerators. price: $130.87. rating: 1.0 out of 5. reviews: 1. xinrub usb portable electric mini refrigerator (small, red)"
Whirlpool Ice Magic Powercool 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator with Intellisense Inverter Techno...,Refrigerators,https://m.media-amazon.com/images/I/513Z26jqkhL._AC_UL320_.jpg,4.3,103,20500,Refrigerators.csv,225.5,4.04,1223,product: whirlpool ice magic powercool 190 l 4 star inverter direct-cool single door refrigerator with intellisense inverter techno.... category: refrigerators. price: $225.5. rating: 4.3 out of 5. reviews: 103. whirlpool ice magic powercool 190 l 4 star inverter direct-cool single door refrigerator with intellisense inverter techno...
HAWA CURVV+ (Deccan Gold),Refrigerators,https://m.media-amazon.com/images/I/41BOgITPpEL._AC_UL320_.jpg,5.0,1,6200,Refrigerators.csv,68.2,3.61,1224,product: hawa curvv+ (deccan gold). category: refrigerators. price: $68.2. rating: 5.0 out of 5. reviews: 1. hawa curvv+ (deccan gold)
"Whirlpool 325 L 3 Star Frost Free Double Door Refrigerator (IFPRO INV CNV 340 3S, Omega Steel, Convertible, 2022 Model)",Refrigerators,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/719p0pdbPxL._AC_UL320_.jpg,4.4,51,54700,Refrigerators.csv,601.7,3.99,1225,"product: whirlpool 325 l 3 star frost free double door refrigerator (ifpro inv cnv 340 3s, omega steel, convertible, 2022 model). category: refrigerators. price: $601.7. rating: 4.4 out of 5. reviews: 51. whirlpool 325 l 3 star frost free double door refrigerator (ifpro inv cnv 340 3s, omega steel, convertible, 2022 model)"
"Whirlpool 292 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 305 3S, Black Sparkle, Convertib...",Refrigerators,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71PpAFGSYyL._AC_UL320_.jpg,4.1,2183,42250,Refrigerators.csv,464.75,4.24,1226,"product: whirlpool 292 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 305 3s, black sparkle, convertib.... category: refrigerators. price: $464.75. rating: 4.1 out of 5. reviews: 2183. whirlpool 292 l 3 star inverter frost-free double door refrigerator (intellifresh inv cnv 305 3s, black sparkle, convertib..."
"Lifelong 505L Frost free Side by Side Refrigerator with Inverter Compressor (Silver, 1 year product, 10 years compressor w...",Refrigerators,https://m.media-amazon.com/images/I/71rHl5QXhxL._AC_UL320_.jpg,4.2,14,65000,Refrigerators.csv,715.0,3.62,1227,"product: lifelong 505l frost free side by side refrigerator with inverter compressor (silver, 1 year product, 10 years compressor w.... category: refrigerators. price: $715.0. rating: 4.2 out of 5. reviews: 14. lifelong 505l frost free side by side refrigerator with inverter compressor (silver, 1 year product, 10 years compressor w..."
"Samsung 236 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT28C3032GS/HL, Gray Silver)",Refrigerators,https://m.media-amazon.com/images/I/51qQpDECuVL._AC_UL320_.jpg,5.0,2,30990,Refrigerators.csv,340.89,3.78,1228,"product: samsung 236 l 2 star inverter frost-free double door refrigerator (rt28c3032gs/hl, gray silver). category: refrigerators. price: $340.89. rating: 5.0 out of 5. reviews: 2. samsung 236 l 2 star inverter frost-free double door refrigerator (rt28c3032gs/hl, gray silver)"
AV Freezer Door for Godrej Edge Pro 190 L Refrigerator (Clear),Refrigerators,https://m.media-amazon.com/images/I/41J0fXnGhzS._AC_UL320_.jpg,3.7,154,990,Refrigerators.csv,10.89,3.68,1229,product: av freezer door for godrej edge pro 190 l refrigerator (clear). category: refrigerators. price: $10.89. rating: 3.7 out of 5. reviews: 154. av freezer door for godrej edge pro 190 l refrigerator (clear)
"LG 185 L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201ASCU, Scarlet Charm, Base stand with drawer)",Refrigerators,https://m.media-amazon.com/images/I/61T4yGA9-oL._AC_UL320_.jpg,4.3,2170,22199,Refrigerators.csv,244.19,4.38,1230,"product: lg 185 l 5 star inverter direct-cool single door refrigerator (gl-d201ascu, scarlet charm, base stand with drawer). category: refrigerators. price: $244.19. rating: 4.3 out of 5. reviews: 2170. lg 185 l 5 star inverter direct-cool single door refrigerator (gl-d201ascu, scarlet charm, base stand with drawer)"
"Whirlpool 330 L Frost Free Multi-Door Refrigerator(FP 343D Protton Roy, Alpha Steel)",Refrigerators,https://m.media-amazon.com/images/I/51GKYnSA3HL._AC_UL320_.jpg,4.0,838,41400,Refrigerators.csv,455.4,4.08,1231,"product: whirlpool 330 l frost free multi-door refrigerator(fp 343d protton roy, alpha steel). category: refrigerators. price: $455.4. rating: 4.0 out of 5. reviews: 838. whirlpool 330 l frost free multi-door refrigerator(fp 343d protton roy, alpha steel)"
"GEM 190 L 2 Star Direct-Cool Single Door Refrigerator (GRDN-2102CMBTV, Camelot Blue, 2022 Model)",Refrigerators,https://m.media-amazon.com/images/I/71DpXKXukdL._AC_UL320_.jpg,2.8,4,19000,Refrigerators.csv,209.0,2.39,1232,"product: gem 190 l 2 star direct-cool single door refrigerator (grdn-2102cmbtv, camelot blue, 2022 model). category: refrigerators. price: $209.0. rating: 2.8 out of 5. reviews: 4. gem 190 l 2 star direct-cool single door refrigerator (grdn-2102cmbtv, camelot blue, 2022 model)"
"LG 204 L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-D211HERZ, Ebony Regal, Base stand with drawer, 2022 Model)",Refrigerators,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81JcXWxqpWL._AC_UL320_.jpg,5.0,1,25499,Refrigerators.csv,280.49,3.61,1233,"product: lg 204 l 5 star inverter direct-cool single door refrigerator (gl-d211herz, ebony regal, base stand with drawer, 2022 model). category: refrigerators. price: $280.49. rating: 5.0 out of 5. reviews: 1. lg 204 l 5 star inverter direct-cool single door refrigerator (gl-d211herz, ebony regal, base stand with drawer, 2022 model)"
"Samsung 676 L Side by Side Refrigerator (RS74R5101SL, Silver)",Refrigerators,https://m.media-amazon.com/images/I/81zm2tvUtKL._AC_UL320_.jpg,4.4,50,145990,Refrigerators.csv,1605.89,3.99,1234,"product: samsung 676 l side by side refrigerator (rs74r5101sl, silver). category: refrigerators. price: $1605.89. rating: 4.4 out of 5. reviews: 50. samsung 676 l side by side refrigerator (rs74r5101sl, silver)"
"Haier 185 L 2 Star Single Door Refrigerator (HED-192RS-P, Red Steel,2023 Model)",Refrigerators,https://m.media-amazon.com/images/I/51fvlnYoMjL._AC_UL320_.jpg,4.1,824,16990,Refrigerators.csv,186.89,4.15,1235,"product: haier 185 l 2 star single door refrigerator (hed-192rs-p, red steel,2023 model). category: refrigerators. price: $186.89. rating: 4.1 out of 5. reviews: 824. haier 185 l 2 star single door refrigerator (hed-192rs-p, red steel,2023 model)"
"Blue Star CHF200 Single Door Deep Freezer (192 Ltrs, White)",Refrigerators,https://m.media-amazon.com/images/I/61FPgbM2qML._AC_UL320_.jpg,4.3,573,23000,Refrigerators.csv,253.0,4.26,1236,"product: blue star chf200 single door deep freezer (192 ltrs, white). category: refrigerators. price: $253.0. rating: 4.3 out of 5. reviews: 573. blue star chf200 single door deep freezer (192 ltrs, white)"
"LG 185 L 3 Star Direct-Cool Single Door Refrigerator (GL-D201APZD, Shiny Steel, Base stand with Drawer, Gross Volume- 190 L)",Refrigerators,https://m.media-amazon.com/images/I/519cARWHU7L._AC_UL320_.jpg,5.0,4,20599,Refrigerators.csv,226.59,3.93,1237,"product: lg 185 l 3 star direct-cool single door refrigerator (gl-d201apzd, shiny steel, base stand with drawer, gross volume- 190 l). category: refrigerators. price: $226.59. rating: 5.0 out of 5. reviews: 4. lg 185 l 3 star direct-cool single door refrigerator (gl-d201apzd, shiny steel, base stand with drawer, gross volume- 190 l)"
"LG 224 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D241ASCY, Scarlet Charm, Base stand with Drawer, Total c...",Refrigerators,https://m.media-amazon.com/images/I/71XbkwjbVUL._AC_UL320_.jpg,4.4,1122,25790,Refrigerators.csv,283.69,4.39,1238,"product: lg 224 l 4 star inverter direct-cool single door refrigerator (gl-d241ascy, scarlet charm, base stand with drawer, total c.... category: refrigerators. price: $283.69. rating: 4.4 out of 5. reviews: 1122. lg 224 l 4 star inverter direct-cool single door refrigerator (gl-d241ascy, scarlet charm, base stand with drawer, total c..."
"Samsung 225 L 3 Star Inverter Direct cool Single Door Refrigerator(RR23A2E3YDX/HL, Digi-Touch Cool, Luxe Brown, 2022 Model)",Refrigerators,https://m.media-amazon.com/images/I/21qv9mD-AyS._AC_UL320_.jpg,4.1,19,21990,Refrigerators.csv,241.89,3.6,1239,"product: samsung 225 l 3 star inverter direct cool single door refrigerator(rr23a2e3ydx/hl, digi-touch cool, luxe brown, 2022 model). category: refrigerators. price: $241.89. rating: 4.1 out of 5. reviews: 19. samsung 225 l 3 star inverter direct cool single door refrigerator(rr23a2e3ydx/hl, digi-touch cool, luxe brown, 2022 model)"
Whirlpool 440 L 3 Star Inverter Frost-Free Double Door Refrigerator with Adaptive intelligence technology(INTELLIFRESH INV...,Refrigerators,https://m.media-amazon.com/images/I/51lk3lzJYKL._AC_UL320_.jpg,4.1,291,70850,Refrigerators.csv,779.35,4.04,1240,product: whirlpool 440 l 3 star inverter frost-free double door refrigerator with adaptive intelligence technology(intellifresh inv.... category: refrigerators. price: $779.35. rating: 4.1 out of 5. reviews: 291. whirlpool 440 l 3 star inverter frost-free double door refrigerator with adaptive intelligence technology(intellifresh inv...
"Samsung 192 L 2 Star Direct Cool Single Door Refrigerator (RR20A2Z1BS8/NL, Elegant Inox, Base stand drawer)- 2022 Model",Refrigerators,https://m.media-amazon.com/images/I/812V3mcjFvL._AC_UL320_.jpg,5.0,2,17990,Refrigerators.csv,197.89,3.78,1241,"product: samsung 192 l 2 star direct cool single door refrigerator (rr20a2z1bs8/nl, elegant inox, base stand drawer)- 2022 model. category: refrigerators. price: $197.89. rating: 5.0 out of 5. reviews: 2. samsung 192 l 2 star direct cool single door refrigerator (rr20a2z1bs8/nl, elegant inox, base stand drawer)- 2022 model"
"Samsung 653L Convertible 5-in-1 Side by Side with Wifi, SmartThings & AI (RS76CG8003S9HL, Refined Inox)",Refrigerators,https://m.media-amazon.com/images/I/61T71ciGZ6L._AC_UL320_.jpg,4.3,571,113000,Refrigerators.csv,1243.0,4.26,1242,"product: samsung 653l convertible 5-in-1 side by side with wifi, smartthings & ai (rs76cg8003s9hl, refined inox). category: refrigerators. price: $1243.0. rating: 4.3 out of 5. reviews: 571. samsung 653l convertible 5-in-1 side by side with wifi, smartthings & ai (rs76cg8003s9hl, refined inox)"
"Whirlpool 240 L Frost Free Multi-Door Refrigerator(FP 263D Protton Roy, Alpha Steel)",Refrigerators,https://m.media-amazon.com/images/I/51doUVvMA-L._AC_UL320_.jpg,4.2,4609,30500,Refrigerators.csv,335.5,4.35,1243,"product: whirlpool 240 l frost free multi-door refrigerator(fp 263d protton roy, alpha steel). category: refrigerators. price: $335.5. rating: 4.2 out of 5. reviews: 4609. whirlpool 240 l frost free multi-door refrigerator(fp 263d protton roy, alpha steel)"
"Godrej 195 L 3 Star Direct-Cool Single Door Refrigerator (RD UNO 1953 PTDF AQ WN, Aqua Wine, Cool Lock Technology, 2022 Mo...",Refrigerators,https://m.media-amazon.com/images/I/61RqwvwLLKS._AC_UL320_.jpg,4.0,60,18490,Refrigerators.csv,203.39,3.74,1244,"product: godrej 195 l 3 star direct-cool single door refrigerator (rd uno 1953 ptdf aq wn, aqua wine, cool lock technology, 2022 mo.... category: refrigerators. price: $203.39. rating: 4.0 out of 5. reviews: 60. godrej 195 l 3 star direct-cool single door refrigerator (rd uno 1953 ptdf aq wn, aqua wine, cool lock technology, 2022 mo..."
"TOSHIBA 587 L with Inverter Side by Side Refrigerator (GR-RS530WE-PMI(06), Stainless Steel Finish)",Refrigerators,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71P0eUsrC9L._AC_UL320_.jpg,3.7,4,84990,Refrigerators.csv,934.89,3.02,1245,"product: toshiba 587 l with inverter side by side refrigerator (gr-rs530we-pmi(06), stainless steel finish). category: refrigerators. price: $934.89. rating: 3.7 out of 5. reviews: 4. toshiba 587 l with inverter side by side refrigerator (gr-rs530we-pmi(06), stainless steel finish)"
"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+, Gross Volume-...",Refrigerators,https://m.media-amazon.com/images/I/61vSQktJZnL._AC_UL320_.jpg,4.2,2156,37099,Refrigerators.csv,408.09,4.31,1246,"product: lg 242 l 3 star smart inverter frost-free double door refrigerator (gl-i292rpzx, shiny steel, door cooling+, gross volume-.... category: refrigerators. price: $408.09. rating: 4.2 out of 5. reviews: 2156. lg 242 l 3 star smart inverter frost-free double door refrigerator (gl-i292rpzx, shiny steel, door cooling+, gross volume-..."
"LG 190L 3 Star Direct-Cool Single Door Refrigerator (GL-D201ASCD, Scarlet Charm, Base stand with drawer, 2022 Model)",Refrigerators,https://m.media-amazon.com/images/I/61q0FCBu2YL._AC_UL320_.jpg,3.4,6,20499,Refrigerators.csv,225.49,2.89,1247,"product: lg 190l 3 star direct-cool single door refrigerator (gl-d201ascd, scarlet charm, base stand with drawer, 2022 model). category: refrigerators. price: $225.49. rating: 3.4 out of 5. reviews: 6. lg 190l 3 star direct-cool single door refrigerator (gl-d201ascd, scarlet charm, base stand with drawer, 2022 model)"
"Toshiba 661 L Frost Free Inverter 2-Door Refrigerator (Gr-Ag66Ina(Gg, Gradation Blue Glass Finish, Led Hybrid Deodorizer, ...",Refrigerators,https://m.media-amazon.com/images/I/41L-ejHsa6L._AC_UL320_.jpg,5.0,1,106490,Refrigerators.csv,1171.39,3.61,1248,"product: toshiba 661 l frost free inverter 2-door refrigerator (gr-ag66ina(gg, gradation blue glass finish, led hybrid deodorizer, .... category: refrigerators. price: $1171.39. rating: 5.0 out of 5. reviews: 1. toshiba 661 l frost free inverter 2-door refrigerator (gr-ag66ina(gg, gradation blue glass finish, led hybrid deodorizer, ..."
"Samsung 523L 2 Star Frost-Free Double Door Digital Inverter Refrigerator (RT54B6558SL/TL,Steel, 2022 Model)",Refrigerators,https://m.media-amazon.com/images/I/81TtntMXFqL._AC_UL320_.jpg,4.5,92,80990,Refrigerators.csv,890.89,4.16,1249,"product: samsung 523l 2 star frost-free double door digital inverter refrigerator (rt54b6558sl/tl,steel, 2022 model). category: refrigerators. price: $890.89. rating: 4.5 out of 5. reviews: 92. samsung 523l 2 star frost-free double door digital inverter refrigerator (rt54b6558sl/tl,steel, 2022 model)"
"Godrej 210 L 4 Star Inverter Direct-Cool Single Door Refrigerator with Jumbo Vegetable Tray (RD EDGEPRO 225D 43 TAI AQ WN,...",Refrigerators,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Qd6EisMqS._AC_UL320_.jpg,4.1,54,20600,Refrigerators.csv,226.6,3.79,1250,"product: godrej 210 l 4 star inverter direct-cool single door refrigerator with jumbo vegetable tray (rd edgepro 225d 43 tai aq wn,.... category: refrigerators. price: $226.6. rating: 4.1 out of 5. reviews: 54. godrej 210 l 4 star inverter direct-cool single door refrigerator with jumbo vegetable tray (rd edgepro 225d 43 tai aq wn,..."
Bosch L-BOXX 238 Professional – Stackable Storage System,Refrigerators,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51k9iUuFMWL._AC_UL320_.jpg,4.7,1705,4599,Refrigerators.csv,50.59,4.64,1251,product: bosch l-boxx 238 professional – stackable storage system. category: refrigerators. price: $50.59. rating: 4.7 out of 5. reviews: 1705. bosch l-boxx 238 professional – stackable storage system
"LG 308 L 3 Star Frost-Free Smart Inverter Double Door Refrigerator (GL-S322RBCX, Blue Charm, Convertible & Multi Air Flow,...",Refrigerators,https://m.media-amazon.com/images/I/61KOoWTDU+L._AC_UL320_.jpg,4.6,28,49799,Refrigerators.csv,547.79,4.02,1252,"product: lg 308 l 3 star frost-free smart inverter double door refrigerator (gl-s322rbcx, blue charm, convertible & multi air flow,.... category: refrigerators. price: $547.79. rating: 4.6 out of 5. reviews: 28. lg 308 l 3 star frost-free smart inverter double door refrigerator (gl-s322rbcx, blue charm, convertible & multi air flow,..."
"Samsung 253L 3 Star Inverter Frost Free Double Door Refrigerator (RT28T3743S8/HL, Silver, Elegant Inox, Convertible, 2022 ...",Refrigerators,https://m.media-amazon.com/images/I/61zdJx26rqL._AC_UL320_.jpg,4.3,3072,34990,Refrigerators.csv,384.89,4.4,1253,"product: samsung 253l 3 star inverter frost free double door refrigerator (rt28t3743s8/hl, silver, elegant inox, convertible, 2022 .... category: refrigerators. price: $384.89. rating: 4.3 out of 5. reviews: 3072. samsung 253l 3 star inverter frost free double door refrigerator (rt28t3743s8/hl, silver, elegant inox, convertible, 2022 ..."
"Whirlpool 260 L Frost-Free Multi-Door Refrigerator (FP 283D PROTTON ROY, German Steel)",Refrigerators,https://m.media-amazon.com/images/I/51j3e0s+zPL._AC_UL320_.jpg,4.1,1521,36300,Refrigerators.csv,399.3,4.21,1254,"product: whirlpool 260 l frost-free multi-door refrigerator (fp 283d protton roy, german steel). category: refrigerators. price: $399.3. rating: 4.1 out of 5. reviews: 1521. whirlpool 260 l frost-free multi-door refrigerator (fp 283d protton roy, german steel)"
